idx,name,description,label,software
4613,spark.executor.extraJavaOptions,"A string of extra JVM options to pass to executors. For instance, GC settings or other logging. Note that it is illegal to set Spark properties or maximum heap size (-Xmx) settings with this option. Spark properties should be set using a SparkConf object or the spark-defaults.conf file used with the spark-submit script. Maximum heap size settings can be set with spark.executor.memory. The following symbols, if present will be interpolated:  will be replaced by application ID and  will be replaced by executor ID. For example, to enable verbose gc logging to a file named for the executor ID of the app in /tmp, pass a 'value' of: -verbose:gc -Xloggc:/tmp/-.gc",others,spark
4614,spark.executor.extraLibraryPath,Set a special library path to use when launching executor JVM's.,environment,spark
4615,spark.executor.logs.rolling.maxRetainedFiles,Sets the number of latest rolling log files that are going to be retained by the system. Older log files will be deleted. Disabled by default.,reliability,spark
4616,spark.executor.logs.rolling.enableCompression,"Enable executor log compression. If it is enabled, the rolled executor logs will be compressed. Disabled by default.",performance,spark
4617,spark.executor.logs.rolling.maxSize,Set the max size of the file in bytes by which the executor logs will be rolled over. Rolling is disabled by default. See spark.executor.logs.rolling.maxRetainedFiles for automatic cleaning of old logs.,reliability,spark
4618,spark.executor.logs.rolling.strategy,"Set the strategy of rolling of executor logs. By default it is disabled. It can be set to ""time"" (time-based rolling) or ""size"" (size-based rolling). For ""time"", use spark.executor.logs.rolling.time.interval to set the rolling interval. For ""size"", use spark.executor.logs.rolling.maxSize to set the maximum file size for rolling.",reliability,spark
4619,spark.executor.logs.rolling.time.interval,"Set the time interval by which the executor logs will be rolled over. Rolling is disabled by default. Valid values are daily, hourly, minutely or any interval in seconds. See spark.executor.logs.rolling.maxRetainedFiles for automatic cleaning of old logs.",reliability,spark
4620,spark.executor.userClassPathFirst,"(Experimental) Same functionality as spark.driver.userClassPathFirst, but applied to executor instances.",environment,spark
4621,spark.executorEnv.[EnvironmentVariableName],Add the environment variable specified by EnvironmentVariableName to the Executor process. The user can specify multiple of these to set multiple environment variables.,environment,spark
4622,spark.redaction.regex,"Regex to decide which Spark configuration properties and environment variables in driver and executor environments contain sensitive information. When this regex matches a property key or value, the value is redacted from the environment UI and various logs like YARN and event logs.",environment,spark
4623,spark.python.profile,"Enable profiling in Python worker, the profile result will show up by sc.show_profiles(), or it will be displayed before the driver exits. It also can be dumped into disk by sc.dump_profiles(path). If some of the profile results had been displayed manually, they will not be displayed automatically before driver exiting. By default the pyspark.profiler.BasicProfiler will be used, but this can be overridden by passing a profiler class in as a parameter to the SparkContext constructor.",performance,spark
4624,spark.python.profile.dump,"The directory which is used to dump the profile result before driver exiting. The results will be dumped as separated file for each RDD. They can be loaded by pstats.Stats(). If this is specified, the profile result will not be displayed automatically.",environment,spark
4625,spark.python.worker.memory,"Amount of memory to use per python worker process during aggregation, in the same format as JVM memory strings with a size unit suffix (""k"", ""m"", ""g"" or ""t"") (e.g. 512m, 2g). If the memory used during aggregation goes above this amount, it will spill the data into disks.",performance,spark
4626,spark.python.worker.reuse,"Reuse Python worker or not. If yes, it will use a fixed number of Python workers, does not need to fork() a Python process for every task. It will be very useful if there is large broadcast, then the broadcast will not be needed to transferred from JVM to Python worker for every task.",performance,spark
4627,spark.files,Comma-separated list of files to be placed in the working directory of each executor. Globs are allowed.,environment,spark
4628,spark.submit.pyFiles,"Comma-separated list of .zip, .egg, or .py files to place on the PYTHONPATH for Python apps. Globs are allowed.",environment,spark
4629,spark.jars,Comma-separated list of jars to include on the driver and executor classpaths. Globs are allowed.,environment,spark
4630,spark.jars.packages,"Comma-separated list of Maven coordinates of jars to include on the driver and executor classpaths. The coordinates should be groupId:artifactId:version. If spark.jars.ivySettings is given artifacts will be resolved according to the configuration in the file, otherwise artifacts will be searched for in the local maven repo, then maven central and finally any additional remote repositories given by the command-line option --repositories. For more details, see Advanced Dependency Management.",environment,spark
